iter	TotalF1	MultiClass
881	0.6071436707	0.8550707755
882	0.6072710848	0.8550109954
883	0.607349627	0.8549662037
884	0.6073594237	0.8548979745
885	0.6074390434	0.8547637731
886	0.6074130739	0.854629919
887	0.6074264179	0.8545251157
888	0.6075512617	0.8544509838
889	0.6074629252	0.8543972801
890	0.6077152658	0.8543415509
891	0.607760723	0.8542969907
892	0.6078080873	0.8542826968
893	0.6078000812	0.8542799769
894	0.6081102808	0.8541756366
895	0.6081080825	0.8540361111
896	0.6081765497	0.8539625
897	0.6081602104	0.8538983218
898	0.6081356843	0.8538277778
899	0.6082484126	0.8537928819
900	0.6083045643	0.853718287
901	0.6081997808	0.8536737847
902	0.6082282634	0.8536701389
903	0.6082354582	0.8536065972
904	0.6083547646	0.8535094329
905	0.6085097748	0.8534122106
906	0.608510702	0.8533429977
907	0.6083744507	0.8533124421
908	0.6085855852	0.8531891782
909	0.6085556148	0.8531183449
910	0.6087141811	0.8530765625
911	0.6088847473	0.8530074653
912	0.6088720316	0.85290625
913	0.608946333	0.8528472222
914	0.6089308974	0.8528088542
915	0.6089178448	0.8527097801
916	0.6089409899	0.8526697917
917	0.6090662465	0.8525631944
918	0.6091701682	0.8525167245
919	0.6091618234	0.8524449074
920	0.6093632238	0.8523460069
921	0.6095246043	0.8522529514
922	0.6095962543	0.8521519097
923	0.609567676	0.8520845486
924	0.6096932946	0.8520334491
925	0.6100010009	0.8519480324
926	0.6100451939	0.8518804977
927	0.610084692	0.8517606481
928	0.6101228105	0.8517545139
929	0.6102503249	0.851710706
930	0.6102962701	0.851618287
931	0.6103960907	0.8515476852
932	0.6103592533	0.8514778935
933	0.6104823837	0.8513885417
934	0.6105630871	0.8513574074
935	0.6107222147	0.8512056713
936	0.6106081075	0.8511372685
937	0.6108328423	0.8510590278
938	0.6108021177	0.8510570023
939	0.6107892324	0.8509866898
940	0.6107961851	0.850938831
941	0.6108944426	0.8508516782
942	0.6108863353	0.8508228588
943	0.6110389148	0.8507582176
944	0.6110416372	0.8506994213
945	0.611009081	0.8506182292
946	0.6110469355	0.8506105324
947	0.6112401194	0.8505471644
948	0.6113319843	0.8504172454
949	0.6113696559	0.8503581597
950	0.6114355412	0.8503215278
951	0.6116257545	0.8502277778
952	0.6116465827	0.8501820602
953	0.6116536232	0.8500988426
954	0.6116536232	0.8500977431
955	0.611688151	0.8499477431
956	0.6117140168	0.8498667824
957	0.6119621732	0.8497741319
958	0.6120353325	0.8496739005
959	0.6120208349	0.8496715856
960	0.6120673156	0.8495940394
961	0.6124014013	0.8494505208
962	0.6123801538	0.8493365162
963	0.6124911238	0.8492621528
964	0.6126108224	0.8491852431
965	0.6125090301	0.8491693287
966	0.6126163936	0.8491262153
967	0.6126701315	0.8490542245
968	0.6126712803	0.8490420718
969	0.6126497107	0.8490403356
970	0.612830839	0.8489840278
971	0.6128826495	0.8489240162
972	0.6128643423	0.848874537
973	0.6129833838	0.8487573495
974	0.6130342314	0.8486645833
975	0.6130354918	0.8486355324
976	0.613077747	0.8485898727
977	0.6130981145	0.8485118056
978	0.6131767693	0.8484782986
979	0.6132762417	0.8484194444
980	0.6132562953	0.8483674769
981	0.613248382	0.8483487269
982	0.6133580592	0.8482866319
983	0.6133374629	0.8482843171
984	0.6133674242	0.8482815972
985	0.6134157621	0.8482043403
986	0.6133276275	0.8481503472
987	0.6133905763	0.8480836806
988	0.6134649284	0.8479993056
989	0.6134507314	0.8479976852
990	0.6134743455	0.8479963542
991	0.6134446537	0.847971875
992	0.6135556415	0.8479027199
993	0.6135748283	0.847822338
994	0.6136955726	0.8477328125
995	0.6137270518	0.8476762731
996	0.6136518425	0.8476625
997	0.6137988273	0.8475899884
998	0.6140145904	0.8474938657
999	0.6140251671	0.8474356481
1000	0.6140327944	0.8474344329
1001	0.6142174696	0.8473487269
1002	0.6143854855	0.8472790509
1003	0.6143860441	0.8472772569
1004	0.6144645517	0.8470808449
1005	0.6145455731	0.8469907407
1006	0.6146314396	0.8468902199
1007	0.6147125075	0.8468065972
1008	0.614637738	0.8466993634
1009	0.6148657142	0.8466116319
1010	0.6148188081	0.8465383681
1011	0.6147357609	0.8464631366
1012	0.6148584875	0.8464107639
1013	0.614884346	0.8463233796
1014	0.6149043206	0.8462849537
1015	0.6150761381	0.8461847222
1016	0.61501155	0.8461090856
1017	0.6150723791	0.8460664931
1018	0.6150222805	0.8459775463
1019	0.6150342028	0.845922338
1020	0.6151677195	0.8458259838
1021	0.6151825836	0.8458244213
1022	0.6151613958	0.8457226273
1023	0.6152037997	0.8456678241
1024	0.6153254363	0.8456149306
1025	0.6154786984	0.845564294
1026	0.6153712849	0.8454576389
1027	0.6153921188	0.845455787
1028	0.6155323532	0.8454349537
1029	0.6157330448	0.8453270833
1030	0.6157568028	0.8452476852
1031	0.6158706823	0.8451556713
1032	0.6158627302	0.8450809028
1033	0.6159155763	0.8450293981
1034	0.6160162434	0.8450240162
1035	0.6159568358	0.8449765046
1036	0.6159394799	0.8449287616
1037	0.615947713	0.8448407407
1038	0.6161652909	0.8447903356
1039	0.6161805464	0.8447855903
1040	0.6162051695	0.8447090278
1041	0.6163746367	0.8446443287
1042	0.6166119367	0.8445168981
1043	0.6166367781	0.8444074653
1044	0.616682526	0.8443721065
1045	0.616652986	0.8443679977
1046	0.6167496773	0.8443063657
1047	0.6168146818	0.8442497685
1048	0.617033006	0.8441548611
1049	0.6171589232	0.8440308449
1050	0.6172557072	0.8439646412
1051	0.6171924538	0.8438625579
1052	0.6171466449	0.8438035301
1053	0.6173494517	0.8436967593
1054	0.6174585286	0.8436256944
1055	0.6174153403	0.8435916088
1056	0.6174633262	0.8434971644
1057	0.6175226754	0.8434349537
1058	0.6175450051	0.8434331019
1059	0.6176520619	0.8433722801
1060	0.6176923852	0.8433163194
1061	0.617677291	0.8433155093
1062	0.6176708016	0.8433103009
1063	0.6176217239	0.8432928819
1064	0.6176507267	0.8432528356
1065	0.6178092975	0.8431941551
1066	0.6178703902	0.843084375
1067	0.617947704	0.8430277199
1068	0.6179614875	0.8429490741
1069	0.6181400799	0.8428670718
1070	0.6181510168	0.8428626157
1071	0.618078682	0.8428119213
1072	0.6181482283	0.8426759838
1073	0.6181701808	0.8426001157
1074	0.6184490131	0.8425514468
1075	0.6185150275	0.8424363426
1076	0.6185155226	0.8423806134
1077	0.6186710055	0.8422859954
1078	0.6187425932	0.8422097222
1079	0.6187145998	0.8421393519
1080	0.6187142311	0.8420637153
1081	0.6187629461	0.8419717593
1082	0.6188957861	0.8419019676
1083	0.6189413756	0.8418190972
1084	0.6191869097	0.841690162
1085	0.6192015042	0.8416855324
1086	0.6192265752	0.8416380787
1087	0.6192779884	0.8415931713
1088	0.6192570049	0.8415366898
1089	0.6192345426	0.8415346644
1090	0.6190609657	0.8414115162
1091	0.6193039455	0.8413231481
1092	0.6194204593	0.841260706
1093	0.6194272583	0.8412568866
1094	0.6193776901	0.8411943287
1095	0.6193704174	0.8411844907
1096	0.6195703187	0.8410701968
1097	0.6195857498	0.8409835648
1098	0.6196505715	0.8408973958
1099	0.6196140848	0.8408421875
1100	0.6198428119	0.8406883681
1101	0.6197593907	0.8406581019
1102	0.6199013222	0.8405711806
1103	0.6201638548	0.8404510417
1104	0.6202475352	0.8403185764
1105	0.6203670797	0.8402341435
1106	0.6203394028	0.8402185764
1107	0.6203032009	0.8401585069
1108	0.6204437374	0.8400914931
1109	0.6204438993	0.8400521412
1110	0.6205759729	0.8399911458
1111	0.6207032363	0.8399214699
1112	0.6207884662	0.839885706
1113	0.6206254305	0.8398127894
1114	0.6206311625	0.8396789352
1115	0.6207693925	0.839586169
1116	0.6208736914	0.8395398727
1117	0.6208509774	0.8395376157
1118	0.6208285188	0.8395363426
1119	0.6207922994	0.839475463
1120	0.6210867803	0.8393671875
1121	0.6213251844	0.8392433449
1122	0.6213708524	0.8391880787
1123	0.6215011047	0.8391260417
1124	0.6214141222	0.839056713
1125	0.621504944	0.8389118056
1126	0.6215181898	0.8388643519
1127	0.621540645	0.8388633102
1128	0.62152645	0.83879375
1129	0.621453068	0.8387350694
1130	0.6215620146	0.8386603588
1131	0.6216861005	0.838595544
1132	0.6217165665	0.8385578125
1133	0.6218062408	0.8384653356
1134	0.6218657926	0.8383531829
1135	0.6219370544	0.8383097801
1136	0.6219738978	0.8382417824
1137	0.6220659894	0.8381880208
1138	0.6220850044	0.8380968171
1139	0.6220198013	0.8379534722
1140	0.6222065197	0.8378869213
1141	0.6222649364	0.8378374421
1142	0.6222725763	0.8378353009
1143	0.622327128	0.837751331
1144	0.6224992845	0.8376264468
1145	0.6225129812	0.8376253472
1146	0.6225816606	0.8375898148
1147	0.6226069559	0.8375670718
1148	0.6228670985	0.8374397569
1149	0.6229022532	0.8373726273
1150	0.6228753893	0.8373467014
1151	0.6228666852	0.8372865741
1152	0.6229781547	0.8372324074
1153	0.6230736927	0.8371034144
1154	0.6230899403	0.837058912
1155	0.6231178519	0.8369956597
1156	0.6231918497	0.8369191551
1157	0.6231368914	0.8368652778
1158	0.6231823679	0.8368203125
1159	0.623477547	0.8367078704
1160	0.6235090562	0.8366211806
1161	0.6236168216	0.8365349537
1162	0.623725645	0.836459838
1163	0.6238110287	0.8363618056
1164	0.6239391406	0.8363077546
1165	0.6241952091	0.8362313657
1166	0.6242324201	0.8361398727
1167	0.6240477183	0.8360556713
1168	0.6242028546	0.8359750579
1169	0.6241355897	0.8359291088
1170	0.6241047837	0.8358836227
1171	0.6241050135	0.8358820602
1172	0.6241347823	0.8358809606
1173	0.6241676251	0.8358259838
1174	0.6243182447	0.8357376157
1175	0.6243394855	0.8356483218
1176	0.6244359949	0.8355484375
1177	0.6246021495	0.8354574653
1178	0.6245925506	0.8353881944
1179	0.624622267	0.8353398727
1180	0.624622267	0.8353387731
1181	0.6246435681	0.8352509838
1182	0.6246081093	0.8351714699
1183	0.6246751526	0.8350530671
1184	0.6247259849	0.834939294
1185	0.6247106886	0.8349376736
1186	0.6249460337	0.8348578125
1187	0.6249465199	0.8348561343
1188	0.6249898802	0.8347894676
1189	0.6249164261	0.8347177083
1190	0.6249304437	0.8346278356
1191	0.6249689213	0.8346267361
1192	0.6250754489	0.8345457755
1193	0.6251381385	0.8344033565
1194	0.6251510206	0.8344006944
1195	0.6252074086	0.8343424769
1196	0.6253457441	0.8342594329
1197	0.6252949587	0.8342209491
1198	0.6255070455	0.8341679398
1199	0.6255492781	0.8341351852
1200	0.6257022443	0.8340622106
1201	0.6256894762	0.834025
1202	0.6257051044	0.8339923611
1203	0.625786615	0.8338828125
1204	0.6257608177	0.8338219907
1205	0.6259897504	0.833729919
1206	0.626040309	0.8336756366
1207	0.6260572231	0.8335991319
1208	0.6260569661	0.8335977431
1209	0.6260884379	0.8335066551
1210	0.6262775312	0.8334175347
1211	0.6261693055	0.8333635995
1212	0.6261911817	0.8333185764
1213	0.6262080688	0.8332965278
1214	0.6262624455	0.8332462384
1215	0.6265257312	0.8331554977
1216	0.6265066877	0.8331091435
1217	0.6265477705	0.8330910301
1218	0.6264937189	0.8330511574
1219	0.6266363482	0.8329592014
1220	0.6266524873	0.8328608796
1221	0.6266783537	0.8327585648
1222	0.6266867387	0.8327516782
1223	0.626877452	0.8326885417
1224	0.6270396892	0.8325623264
1225	0.627208321	0.8325136574
1226	0.6272004426	0.8325098958
1227	0.6272961126	0.8324258102
1228	0.6273757669	0.8324234954
1229	0.6272937332	0.8323981481
1230	0.6273300099	0.8323411458
1231	0.6273014352	0.8323380208
1232	0.6273938624	0.8322805556
1233	0.6273715783	0.8322442708
1234	0.6273514516	0.8322299769
1235	0.6273674902	0.8322178241
1236	0.6274613085	0.8321438079
1237	0.6276501283	0.8320570602
1238	0.62754468	0.8320173611
1239	0.6275747733	0.832012963
1240	0.6277387726	0.8319464699
1241	0.6277165542	0.8319296296
1242	0.627918238	0.8318793403
1243	0.6278245375	0.8318313657
1244	0.6279068686	0.8317902199
1245	0.6278774957	0.8317582755
1246	0.6279576157	0.8317204861
1247	0.628036099	0.8316007523
1248	0.6281229975	0.8315311921
1249	0.6282718278	0.8314565394
1250	0.6282417154	0.8314539352
1251	0.6282213009	0.8314101273
1252	0.6282360814	0.8314009259
1253	0.6283121468	0.8313281829
1254	0.6283399393	0.8312555556
1255	0.6284629118	0.8311948495
1256	0.6284864137	0.831128125
1257	0.6285807482	0.8310609375
1258	0.6286197787	0.8309363426
1259	0.6285611536	0.8308457755
1260	0.6286377035	0.8307551505
1261	0.6287953708	0.8306758681
1262	0.6289115866	0.8306203704
1263	0.6289745816	0.8305210648
1264	0.6293122359	0.8304193866
1265	0.6293650123	0.8303471065
1266	0.62957807	0.8302543981
1267	0.6296543936	0.8301809028
1268	0.6297589035	0.8300649306
1269	0.6296318083	0.8299905671
1270	0.6297233338	0.8299402199
1271	0.6297702843	0.8298432292
1272	0.6298677681	0.8297743056
1273	0.6299671741	0.8297244213
1274	0.6299464754	0.8296726273
1275	0.630010159	0.8296234375
1276	0.6300967491	0.8295634838
1277	0.6301319375	0.8294707176
1278	0.6303376587	0.8293584491
1279	0.6302690949	0.8292778935
1280	0.6304003233	0.8292096065
1281	0.6304762996	0.8291384838
1282	0.6304525422	0.829054456
1283	0.6305900223	0.8289724537
1284	0.6307344077	0.8288940394
1285	0.630696157	0.8288203704
1286	0.6308353316	0.8287328125
1287	0.6309565587	0.8286723958
1288	0.6309150843	0.8286127894
1289	0.6308994627	0.8286097222
1290	0.6307433326	0.828542419
1291	0.6308081715	0.8285406829
1292	0.6309578376	0.8284623264
1293	0.630944702	0.8284571759
1294	0.6308469531	0.8283710648
1295	0.6309353759	0.8283214699
1296	0.6310747694	0.8282321181
1297	0.6311512486	0.8281362847
1298	0.6310911508	0.8281034722
1299	0.6312206963	0.8280509838
1300	0.6313004668	0.8279897569
1301	0.6313051331	0.8279594907
1302	0.6313343659	0.8279166088
1303	0.6315278153	0.827828588
1304	0.6315575659	0.8278244792
1305	0.6316580891	0.8277503472
1306	0.6316465044	0.8276684606
1307	0.631697497	0.8276042824
1308	0.6317319307	0.8275478009
1309	0.631820885	0.8274704861
1310	0.6318833607	0.8274329861
1311	0.6319959228	0.8273779514
1312	0.6319264156	0.827326794
1313	0.6319199603	0.8272621528
1314	0.6320873359	0.8271979167
1315	0.6322986536	0.8271070602
1316	0.6322712992	0.8270729745
1317	0.6321770562	0.8270086806
1318	0.6322142713	0.8269151042
1319	0.6323129227	0.826821412
1320	0.6322669374	0.8267789352
1321	0.6323440483	0.8267271412
1322	0.6322858828	0.8266671875
1323	0.6322890329	0.8265668403
1324	0.6322903632	0.826565625
1325	0.6324553321	0.8264680556
1326	0.6325654679	0.8263852431
1327	0.6325723459	0.8263838542
1328	0.6325160094	0.8263103588
1329	0.6324633647	0.8262721065
1330	0.6324644463	0.8262695023
1331	0.6325161973	0.8262611111
1332	0.6325088129	0.826257581
1333	0.6326823597	0.8261696181
1334	0.6328092821	0.8261378472
1335	0.6329350734	0.8260679398
1336	0.6329490178	0.8260372685
1337	0.6330564434	0.8259640625
1338	0.6330246365	0.8259122106
1339	0.6330654262	0.8258164931
1340	0.633272628	0.8257438079
1341	0.6332331636	0.8256784722
1342	0.633406799	0.8256280671
1343	0.6333071836	0.8255777778
1344	0.6335481002	0.825476794
1345	0.6335752011	0.8254316551
1346	0.6337015293	0.8253815394
1347	0.6337212205	0.8252748264
1348	0.6339211569	0.8251978588
1349	0.6339059615	0.825153125
1350	0.6339155637	0.825116956
1351	0.6339463658	0.8250051505
1352	0.6339999225	0.8249104167
1353	0.6340733675	0.8248518519
1354	0.6340886727	0.8248509259
1355	0.6341998892	0.8247449074
1356	0.6341695476	0.8247434028
1357	0.6342488368	0.8247050347
1358	0.6341367609	0.8246390046
1359	0.6342623876	0.8245732639
1360	0.6342911045	0.8244719329
1361	0.6342911165	0.8244109375
1362	0.6343894285	0.8243457176
1363	0.6343793782	0.8243082176
1364	0.6344592261	0.8242554977
1365	0.6343338697	0.8241685764
1366	0.6344701224	0.8240930556
1367	0.6344708786	0.8239929977
1368	0.6345725558	0.8239652199
1369	0.6345442124	0.8239516782
1370	0.6347178176	0.8238565972
1371	0.6347952748	0.8237795139
1372	0.6347850904	0.8236810764
1373	0.6348384796	0.8236373843
1374	0.6349330828	0.8235535301
1375	0.6349727787	0.8235519097
1376	0.6349840031	0.8234990162
1377	0.6349605591	0.8234213542
1378	0.6349978092	0.8234042245
1379	0.6352928812	0.82335
1380	0.635329945	0.8232212384
1381	0.6353639559	0.8231284144
1382	0.6353484982	0.8230936921
1383	0.6354728395	0.82300625
1384	0.6355188938	0.8228976273
1385	0.6355493458	0.8228559028
1386	0.6355418428	0.8228350694
1387	0.6357261252	0.822717419
1388	0.6356048265	0.8226431713
1389	0.6357141084	0.8225344329
1390	0.6358792536	0.8224273148
1391	0.6360062457	0.8223755787
1392	0.6360576289	0.8222490162
1393	0.6360736593	0.8222068866
1394	0.6360850335	0.8221420139
1395	0.6361135195	0.8221394097
1396	0.6360366904	0.8220313657
1397	0.6361823116	0.8219787616
1398	0.6361817749	0.8219770833
1399	0.6362302373	0.8219280671
1400	0.6362026878	0.8218480903
1401	0.6362466535	0.8217601852
1402	0.6363031635	0.8217478009
1403	0.6363831824	0.8216957755
1404	0.6364300161	0.82161875
1405	0.6366622486	0.821565162
1406	0.6367252219	0.8215003472
1407	0.6366487891	0.8214073495
1408	0.6367806596	0.8213201389
1409	0.6369041774	0.8212512153
1410	0.6370313302	0.8211704282
1411	0.6369957687	0.8211027778
1412	0.6369863285	0.8210626157
1413	0.6370675692	0.8210156829
1414	0.6371409325	0.8209762153
1415	0.6371408953	0.8208814815
1416	0.6371633226	0.8208752315
1417	0.6371851548	0.8208094329
1418	0.6371359967	0.8207396412
1419	0.6373382242	0.8206237847
1420	0.6373371613	0.8205506366
1421	0.6376668911	0.8204522569
1422	0.6376244222	0.820438831
1423	0.6377437295	0.8203611111
1424	0.6377877384	0.8202806713
1425	0.6378702613	0.8202412616
1426	0.6379915037	0.8201833333
1427	0.6379818741	0.8200997106
1428	0.6382409392	0.8199717014
1429	0.6383164874	0.8199261574
1430	0.6385005013	0.8198186343
1431	0.6383908697	0.819806713
1432	0.6383906114	0.8198053819
1433	0.6385083455	0.8196730903
1434	0.6385495873	0.8196116319
1435	0.6386835797	0.8195971644
1436	0.6386314019	0.819587963
1437	0.6386818038	0.8195431713
1438	0.6389707221	0.8194285301
1439	0.6391061459	0.819403125
1440	0.6390911248	0.819401794
1441	0.6390610817	0.8194007523
1442	0.6391880508	0.8193457755
1443	0.6390575918	0.8192778935
1444	0.6389887449	0.8192265625
1445	0.6392696563	0.8191550926
1446	0.6394320206	0.819122338
1447	0.6393862828	0.819054456
1448	0.6393785591	0.8189752315
1449	0.6393782468	0.8189740741
1450	0.6393717701	0.8189228009
1451	0.639389138	0.8188981481
1452	0.6394234875	0.8188440394
1453	0.6394750953	0.8187922454
1454	0.639480655	0.8186951968
1455	0.6395832863	0.8186594329
1456	0.6395934549	0.818605787
1457	0.6395944575	0.818599537
1458	0.6396457392	0.8185457755
1459	0.6395675599	0.8185196759
1460	0.6397729024	0.8184453125
1461	0.6397369981	0.8184442708
1462	0.6400486237	0.8183344907
1463	0.6401078136	0.8182700231
1464	0.6401632856	0.8182485532
1465	0.6401642569	0.8181934606
1466	0.6402221812	0.8181336227
1467	0.6402796963	0.8180748264
1468	0.6402860127	0.8180730903
1469	0.6403020703	0.818072338
1470	0.6403010995	0.8180712384
1471	0.6402833272	0.8179560764
1472	0.6403741839	0.8178781829
1473	0.6403493268	0.8178177662
1474	0.6403553058	0.8178082176
1475	0.6406520966	0.8176854167
1476	0.640592766	0.8176839699
1477	0.6407557981	0.8176001157
1478	0.6407051434	0.8175755787
1479	0.6408127181	0.8175130208
1480	0.6408674676	0.8174406829
1481	0.6408935314	0.817389294
1482	0.6410730896	0.8172648148
1483	0.6411571101	0.8171835648
1484	0.6411419906	0.8171146991
1485	0.6412435041	0.8170290509
1486	0.6414346786	0.8169087963
1487	0.6414956744	0.8167972801
1488	0.6415645534	0.8167340278
1489	0.6415073993	0.816729456
1490	0.6415266412	0.8166466435
1491	0.6415789922	0.8165803241
1492	0.6415543243	0.8164622106
1493	0.6415936678	0.8164100116
1494	0.6415012915	0.816299537
1495	0.6416964085	0.8161997106
1496	0.6417193102	0.8161991319
1497	0.6418033629	0.8161211227
1498	0.6417564491	0.8160771412
1499	0.6418366422	0.8160216435
1500	0.6417972023	0.8159766782
1501	0.6418687043	0.8159247685
1502	0.6418409871	0.8158596644
1503	0.6418170554	0.8158583333
1504	0.641873515	0.8157902199
1505	0.6420548379	0.815704456
1506	0.6420703563	0.8156278356
1507	0.642157558	0.8155972801
1508	0.6420941212	0.8155539931
1509	0.6422178087	0.8155012731
1510	0.6423331446	0.815447338
1511	0.6422456209	0.8153802662
1512	0.6422308302	0.8153789352
1513	0.6424072219	0.8152729745
1514	0.6423930831	0.8152259259
1515	0.6424786389	0.8151615162
1516	0.642500862	0.8151250579
1517	0.642575651	0.8150425926
1518	0.6426263364	0.8150163773
1519	0.6427050473	0.8149483796
1520	0.6426829972	0.8149023148
1521	0.6427519437	0.8148234954
1522	0.6427124757	0.8147756944
1523	0.6427124757	0.8147740741
1524	0.6427749181	0.8147161458
1525	0.6428693539	0.8146613426
1526	0.6429146994	0.8145940972
1527	0.6429073036	0.8145927662
1528	0.6429254682	0.8145192708
1529	0.6431529369	0.8144343171
1530	0.6432842729	0.8143677662
1531	0.6433811889	0.8142984954
1532	0.6432897275	0.8142040509
1533	0.6435580389	0.8140697338
1534	0.643673749	0.8139926505
1535	0.6436733374	0.8139899884
1536	0.6436370297	0.8139625
1537	0.6439204475	0.8138436921
1538	0.6438285571	0.8137755208
1539	0.643927142	0.8136953125
1540	0.6439048383	0.8136286458
1541	0.6438543674	0.8135450231
1542	0.6440954211	0.8134986111
1543	0.6440084517	0.8134340278
1544	0.6442157597	0.8133351273
1545	0.6443015251	0.8133002315
1546	0.644203799	0.8132630208
1547	0.6442267786	0.8132060764
1548	0.6442117595	0.8132056134
1549	0.6443044607	0.8131328704
1550	0.6444372369	0.8130610532
1551	0.644514792	0.8129956597
1552	0.6447639362	0.8128926505
1553	0.6447674181	0.812773669
1554	0.6448991827	0.8126755787
1555	0.644867623	0.8125865162
1556	0.6448307054	0.8125363426
1557	0.645081491	0.8124299769
1558	0.6451355864	0.812378588
1559	0.6450900455	0.8122996528
1560	0.6450217581	0.8122835648
1561	0.6451601845	0.8122247685
1562	0.6452592594	0.8121579861
1563	0.6454299899	0.8120450231
1564	0.6456411213	0.8119649306
1565	0.6456682842	0.8118925347
1566	0.6456825993	0.8118438079
1567	0.6456976138	0.8118426505
1568	0.6458447391	0.8117465856
1569	0.6459882498	0.8116675347
1570	0.6460475737	0.8116305556
1571	0.6460176512	0.811575463
1572	0.6460254809	0.8115741319
1573	0.6460495635	0.8115410301
1574	0.6461792852	0.8114970486
1575	0.646292217	0.8114307292
1576	0.6463762497	0.8113391782
1577	0.6464595365	0.8112449074
1578	0.6464056174	0.8111814815
1579	0.6464056174	0.8111806713
1580	0.6465545887	0.8111042824
1581	0.6465831947	0.8110642361
1582	0.6466613636	0.8110270833
1583	0.6466679651	0.8109475116
1584	0.6467102563	0.8108969329
1585	0.6467397555	0.8108550347
1586	0.6467612571	0.8108201968
1587	0.6469415418	0.8107414352
1588	0.6469807858	0.8106598958
1589	0.6469748682	0.8106284722
1590	0.6469675418	0.8106266782
1591	0.6469440355	0.8105680556
1592	0.6469742787	0.8104577546
1593	0.6470136038	0.8103871528
1594	0.647079438	0.8103547454
1595	0.6470213224	0.810292419
1596	0.6469960667	0.8102378472
1597	0.6469219337	0.8102244792
1598	0.647006135	0.8101782407
1599	0.6471366859	0.810080787
1600	0.64733847	0.8100214699
1601	0.6472782527	0.8100068866
1602	0.6473472291	0.8099313079
1603	0.6474899196	0.8098369792
1604	0.6474895217	0.8098179398
1605	0.6477558493	0.8097377315
1606	0.6477407484	0.8096662037
1607	0.6478187471	0.8095845486
1608	0.6479774207	0.8095261574
1609	0.6480120035	0.809455787
1610	0.6480497976	0.8093668981
1611	0.6480459889	0.8092879051
1612	0.6481176107	0.8092510995
1613	0.6481819349	0.8091879051
1614	0.6483223755	0.809098206
1615	0.6483771466	0.8090079861
1616	0.6486209344	0.8089329282
1617	0.6486717686	0.8088613426
1618	0.6487545449	0.808845081
1619	0.6487844261	0.8088015625
1620	0.6488726866	0.8087366319
1621	0.6488726866	0.8087356481
1622	0.6490161191	0.8086078125
1623	0.6490911079	0.8085360532
1624	0.6491298616	0.8084119792
1625	0.6491913487	0.8082956597
1626	0.6492048928	0.8082784722
1627	0.64919016	0.808271412
1628	0.64919016	0.8082699653
1629	0.6492266027	0.8082582176
1630	0.6492952311	0.8082065972
1631	0.6494245733	0.8081060185
1632	0.6494257443	0.8080212963
1633	0.6494056704	0.8080135995
1634	0.6494252766	0.8079553819
1635	0.6495227908	0.8078755787
1636	0.6495267787	0.8077855903
1637	0.6496306134	0.8077568287
1638	0.6495475387	0.8077225116
1639	0.6497817857	0.8076241319
1640	0.6498241646	0.8075777778
1641	0.6498710056	0.8075304977
1642	0.6499104063	0.8075076389
1643	0.6498949922	0.8074826389
1644	0.6500355177	0.8074081019
1645	0.6499940155	0.8073385417
1646	0.6501574325	0.8072398148
1647	0.6501795547	0.807215162
1648	0.6502608279	0.8071525463
1649	0.6504180236	0.8070866319
1650	0.6503699626	0.8070337384
1651	0.6503548127	0.8070297454
1652	0.650362793	0.8069509259
1653	0.650452861	0.806921875
1654	0.6504236188	0.8069203125
1655	0.6504640654	0.8068290509
1656	0.6503759988	0.8067523727
1657	0.650508261	0.8066758681
1658	0.6505276617	0.8066015625
1659	0.6505865954	0.8065663773
1660	0.6505798389	0.8065302083
1661	0.6506713802	0.8064489005
1662	0.6508044001	0.8063802662
1663	0.6508369402	0.8063295718
1664	0.650834125	0.8062576968
1665	0.6509653287	0.8061976273
1666	0.6510458439	0.8061586227
1667	0.6511613892	0.8060496528
1668	0.6512216519	0.8059527778
1669	0.6512785622	0.8059118056
1670	0.6511688312	0.8058576389
1671	0.6511540907	0.8058570023
1672	0.6513607022	0.8058186921
1673	0.6513607022	0.8058179398
1674	0.6515786309	0.8057155093
1675	0.6517414444	0.805643287
1676	0.6516916228	0.8056127315
1677	0.6517415623	0.8055456019
1678	0.6517940751	0.8054881944
1679	0.6518863965	0.8054177083
1680	0.6518488806	0.8053611111
1681	0.6519290301	0.8052872685
1682	0.6519679446	0.8052718171
1683	0.652021333	0.8052125
1684	0.6520365357	0.8052116898
1685	0.6519847198	0.8051320023
1686	0.6521637747	0.8050908565
1687	0.6521791614	0.8050624421
1688	0.6521424209	0.8049945602
1689	0.6522518047	0.8049175347
1690	0.6522263479	0.8048243634
1691	0.6522091237	0.8047664931
1692	0.6522068415	0.804683044
1693	0.6522151447	0.8046522569
1694	0.6523856962	0.8045953704
1695	0.6524240082	0.8045618056
1696	0.6525014464	0.8044744792
1697	0.6525967776	0.8044155671
1698	0.6526322571	0.80435625
1699	0.6526503507	0.8043064815
1700	0.6526544291	0.8042380208
1701	0.6526322317	0.8042034144
1702	0.6528350941	0.8041235532
1703	0.6528371766	0.804086169
1704	0.6528434225	0.8040714699
1705	0.6528860768	0.8040378472
1706	0.6528902396	0.8039983796
1707	0.653028975	0.8039431134
1708	0.652969199	0.803909838
1709	0.6530356838	0.8038383102
1710	0.6530566157	0.8037798611
1711	0.6530910273	0.803693287
1712	0.6532341083	0.803641088
1713	0.6532387355	0.8036208333
1714	0.6534032071	0.8035663194
1715	0.6534023862	0.8035644676
1716	0.6535677814	0.8034968171
1717	0.6536617261	0.803454456
1718	0.6536520708	0.8033737269
