iter	TotalF1	MultiClass
1719	0.6536623826	0.8033149306
1720	0.6537215603	0.8032755787
1721	0.6538595425	0.8031979745
1722	0.6538935365	0.803126331
1723	0.6540414824	0.8030516782
1724	0.6541178954	0.8029675926
1725	0.6540762618	0.8029322917
1726	0.6541017059	0.8028877315
1727	0.6541468585	0.8027795718
1728	0.6541923617	0.8027073495
1729	0.6542487612	0.8026198495
1730	0.6544459699	0.8025046875
1731	0.6544879977	0.8024322338
1732	0.654639307	0.8022893519
1733	0.6546364412	0.8022356481
1734	0.6547173046	0.8021483796
1735	0.6547645018	0.8021182292
1736	0.654802844	0.802065162
1737	0.6548478068	0.8019815394
1738	0.6550373868	0.8019124421
1739	0.6550224215	0.801911169
1740	0.6550459958	0.8018703125
1741	0.6549980178	0.8018395833
1742	0.6550923966	0.8017984954
1743	0.6550561013	0.8017184028
1744	0.6550627221	0.8016756944
1745	0.6551452718	0.8016020833
1746	0.6550133629	0.8015717593
1747	0.6550121173	0.8015690972
1748	0.6551736701	0.801511169
1749	0.6552224598	0.8014560185
1750	0.655442996	0.8013369213
1751	0.6554763616	0.8013001736
1752	0.6554817676	0.8012509259
1753	0.655575663	0.8011654514
1754	0.6558155339	0.8010631944
1755	0.6557996572	0.8010624421
1756	0.6558743916	0.8009835069
1757	0.6558759731	0.8009712963
1758	0.6558761967	0.800970544
1759	0.6559748269	0.8008868634
1760	0.6561193809	0.8007672454
1761	0.6562021803	0.8006967014
1762	0.6562352437	0.8006012731
1763	0.6561995626	0.8005170139
1764	0.656313703	0.8004435764
1765	0.6562478545	0.8004030671
1766	0.6563472257	0.8003436921
1767	0.6563357899	0.800298206
1768	0.6562541221	0.8002652778
1769	0.6563172287	0.8002087963
1770	0.6563289531	0.8001465856
1771	0.6564388017	0.8000927662
1772	0.6565074882	0.800020544
1773	0.6565557138	0.7999840278
1774	0.6566689723	0.7999290509
1775	0.6567350309	0.7998706597
1776	0.6568921803	0.7998000579
1777	0.6568491325	0.7997239583
1778	0.6568621939	0.7996957176
1779	0.6569989573	0.7996286458
1780	0.6569494131	0.7995821181
1781	0.6569568205	0.7995809606
1782	0.6569830455	0.7995181713
1783	0.6570213169	0.7995159144
1784	0.6570369098	0.799418287
1785	0.6573024689	0.7992829282
1786	0.6573206058	0.7991788773
1787	0.6574018538	0.7990939236
1788	0.6573839123	0.7990306134
1789	0.6574882342	0.7990006944
1790	0.6576727773	0.7989259838
1791	0.6577019727	0.7988860532
1792	0.6577856455	0.7988384838
1793	0.6579894482	0.798771875
1794	0.6580398126	0.7987145833
1795	0.6582613963	0.7986230903
1796	0.6582625162	0.7985925347
1797	0.6583810247	0.7985156829
1798	0.6584117345	0.7984462384
1799	0.6585425733	0.7983786458
1800	0.658621794	0.7983081019
1801	0.6588620811	0.7982148148
1802	0.658861588	0.7982134259
1803	0.6589065363	0.7981622685
1804	0.6588307895	0.7981177083
1805	0.6590437263	0.7980219907
1806	0.6589689227	0.7979737269
1807	0.6590581415	0.797874537
1808	0.6591305401	0.7977901042
1809	0.6591279647	0.7977181134
1810	0.6592502392	0.7976572338
1811	0.6593700547	0.797596412
1812	0.6595296113	0.7975170139
1813	0.6595519737	0.7975109954
1814	0.6596330452	0.7974073495
1815	0.6596898383	0.7973454861
1816	0.6596889836	0.7973078125
1817	0.6597505714	0.7972525463
1818	0.6599082466	0.797183044
1819	0.6598391976	0.7971472801
1820	0.6599693801	0.7970787616
1821	0.6599850372	0.7970188079
1822	0.6600968504	0.7969353588
1823	0.6600604758	0.7968316551
1824	0.6599343969	0.7967870949
1825	0.6600529542	0.7967560764
1826	0.6600829823	0.7967316551
1827	0.6600695255	0.7967268519
1828	0.6601313212	0.7966657407
1829	0.6602673566	0.7965938079
1830	0.66024627	0.796520081
1831	0.6603341964	0.7964954282
1832	0.6604065063	0.7963998264
1833	0.6606584116	0.7963212384
1834	0.6606269041	0.7962365162
1835	0.6607253809	0.796146875
1836	0.6607925802	0.7960908565
1837	0.6608354818	0.7960081597
1838	0.6609684238	0.7959615741
1839	0.6611192603	0.7959045718
1840	0.6611727855	0.7958185185
1841	0.6611499373	0.7958178819
1842	0.6611512735	0.7957677662
1843	0.6611284498	0.7957234954
1844	0.6612462194	0.7956374421
1845	0.6612315582	0.7955992477
1846	0.6611778297	0.7955348958
1847	0.6611061146	0.795476794
1848	0.6612245887	0.7954099537
1849	0.6614119539	0.7953487847
1850	0.6613420832	0.7952965856
1851	0.6614839856	0.7952069444
1852	0.6615114227	0.7950876157
1853	0.6615490973	0.7950574074
1854	0.6615924545	0.795021875
1855	0.661520292	0.7949370949
1856	0.661621536	0.7948273148
1857	0.6616448254	0.7947384259
1858	0.6617196098	0.7946752315
1859	0.6617071869	0.7946233796
1860	0.6617237967	0.7946071759
1861	0.6619181114	0.7945493056
1862	0.6618457631	0.794498206
1863	0.6620187308	0.7944157407
1864	0.6620866836	0.794323206
1865	0.6622370414	0.7942416667
1866	0.6625440295	0.794146875
1867	0.6624299648	0.7940530093
1868	0.6626097966	0.794000463
1869	0.6627694576	0.793922338
1870	0.6627471542	0.7938229167
1871	0.662801453	0.7936877315
1872	0.6628227215	0.7936844907
1873	0.6627591809	0.7936448495
1874	0.6628628405	0.7935820602
1875	0.6627873886	0.7935245949
1876	0.6627155293	0.7935023148
1877	0.6629240251	0.7934150463
1878	0.6627964596	0.7933786458
1879	0.6628331424	0.7933713542
1880	0.6629592992	0.7933254051
1881	0.6629816408	0.7932594329
1882	0.6630572982	0.7932225694
1883	0.6631314122	0.7931302662
1884	0.6631156339	0.7930628472
1885	0.662969395	0.7929514468
1886	0.6631021136	0.7928706019
1887	0.6631313832	0.7927765046
1888	0.6631313832	0.7927753472
1889	0.6631866611	0.7927121528
1890	0.6632971137	0.7926506944
1891	0.6633627281	0.7925417245
1892	0.6633407314	0.7925204282
1893	0.6635044695	0.7924533565
1894	0.663694754	0.7924081597
1895	0.663798459	0.7923498264
1896	0.6638701126	0.7922789352
1897	0.6640750336	0.7921959491
1898	0.6640532162	0.7921950231
1899	0.6639355948	0.7921368634
1900	0.6639569224	0.7920579861
1901	0.6640367356	0.7920109375
1902	0.663960487	0.7919210648
1903	0.66393633	0.7918673611
1904	0.6640649014	0.7918218171
1905	0.6641851825	0.7917375
1906	0.6641429099	0.7916962963
1907	0.6641724218	0.7916387731
1908	0.6644095637	0.7915147569
1909	0.6644123225	0.7914748264
1910	0.6644770421	0.7913751157
1911	0.6644696338	0.7913739583
1912	0.6645158877	0.7913115162
1913	0.6645740474	0.7912731481
1914	0.6645974757	0.7912149884
1915	0.6646858343	0.7911471065
1916	0.6648281744	0.7910810764
1917	0.664978496	0.790997338
1918	0.6649459497	0.7909445602
1919	0.6649707849	0.7908631366
1920	0.664874865	0.7908097222
1921	0.6649809034	0.7906930556
1922	0.6649881745	0.790686169
1923	0.6649654696	0.7906218171
1924	0.6650492056	0.7905607639
1925	0.6651142158	0.790529919
1926	0.6651013529	0.7904433449
1927	0.6651874477	0.7903887153
1928	0.6652981253	0.7903032986
1929	0.6653724706	0.7902519676
1930	0.6654689665	0.7901646991
1931	0.6654529427	0.7900905093
1932	0.6654478875	0.790053588
1933	0.6656781858	0.7899659722
1934	0.6657210211	0.7899217593
1935	0.6657141136	0.7898355903
1936	0.6657857791	0.7897742477
1937	0.6659079259	0.7896885995
1938	0.6659345594	0.7895954861
1939	0.6660017132	0.7895421875
1940	0.6660184267	0.7894571181
1941	0.6660555935	0.78945625
1942	0.6660790463	0.7893890046
1943	0.6661874953	0.7892775463
1944	0.6661842119	0.7892300926
1945	0.6661922031	0.7891855324
1946	0.6662597917	0.7891607639
1947	0.6663385129	0.7891015046
1948	0.6664492933	0.7890252894
1949	0.6665860768	0.7889631366
1950	0.6665592127	0.7888950231
1951	0.6666280874	0.7888601852
1952	0.6666939679	0.7887953125
1953	0.6665813654	0.788721875
1954	0.666755401	0.7886239583
1955	0.6668379205	0.7886210069
1956	0.6669282357	0.788529919
1957	0.6670106837	0.7884071759
1958	0.6671554646	0.7883146991
1959	0.6672042391	0.7882348958
1960	0.6673289791	0.7881818287
1961	0.6673540378	0.7881064236
1962	0.6674186995	0.7880706019
1963	0.6674267105	0.7880699074
1964	0.6674030086	0.7880339699
1965	0.6674307624	0.7880328704
1966	0.6676583448	0.7879549769
1967	0.6676702352	0.7879164352
1968	0.66770639	0.7878572917
1969	0.6677762145	0.7877836227
1970	0.6679239415	0.7877243634
1971	0.667931478	0.7876563657
1972	0.6678880802	0.7875685764
1973	0.6678648848	0.7875118056
1974	0.6678895735	0.7874333333
1975	0.6679520456	0.7873542245
1976	0.6680713382	0.787264294
1977	0.6681194282	0.7872127315
1978	0.6681414444	0.7872106481
1979	0.6681209958	0.7871255787
1980	0.6681386464	0.7871100116
1981	0.6681392515	0.7870911458
1982	0.6681257275	0.7870530093
1983	0.6681332237	0.7869961227
1984	0.6683085404	0.7869196759
1985	0.6683694794	0.7868196759
1986	0.6684377326	0.7867424769
1987	0.668395752	0.7866702546
1988	0.668587719	0.7866108218
1989	0.6686465631	0.7865332176
1990	0.6686965181	0.7864769097
1991	0.6687725155	0.7864065394
1992	0.6686991586	0.7863610532
1993	0.6686919286	0.7862962384
1994	0.6686984591	0.7861590856
1995	0.6687211347	0.7861308449
1996	0.668788916	0.7860935764
1997	0.6688349445	0.7860564815
1998	0.6689804916	0.7860177662
1999	0.6689505768	0.786016956
2000	0.668866037	0.7859570602
2001	0.6689376321	0.7858847222
2002	0.668919837	0.7858588542
2003	0.6689714545	0.785813831
2004	0.6688690889	0.7857096065
2005	0.6690554556	0.7856278935
2006	0.6690145296	0.7855059028
2007	0.6691623412	0.7854199653
2008	0.6691194557	0.785378125
2009	0.6691880179	0.7853134259
2010	0.669224613	0.7852541667
2011	0.6692242611	0.7851873264
2012	0.6692036749	0.7851018519
2013	0.6692765822	0.7850587963
2014	0.6693855627	0.7850166088
2015	0.6693718024	0.7849632523
2016	0.6693605737	0.7848860532
2017	0.6693941	0.7848255208
2018	0.6694474975	0.7847545139
2019	0.6696336722	0.7846735532
2020	0.6697613863	0.7846144676
2021	0.6698079093	0.7845456597
2022	0.6698636246	0.7845041667
2023	0.6698530604	0.7844566551
2024	0.6699840667	0.7844002315
2025	0.6700642958	0.7843767361
2026	0.6702519136	0.7843229745
2027	0.670191933	0.7842509259
2028	0.6705605942	0.7841889468
2029	0.6705404664	0.7841342014
2030	0.6707108327	0.7840810185
2031	0.6708482373	0.7840304398
2032	0.6709353775	0.7840064815
2033	0.6708809633	0.7839646991
2034	0.6710326349	0.7839086806
2035	0.6710471538	0.7838461806
2036	0.6710498199	0.7838140046
2037	0.6711054895	0.7837199653
2038	0.6710855741	0.7836499421
2039	0.6713954549	0.7835873264
2040	0.6713592038	0.7835800347
2041	0.6713679613	0.783578588
2042	0.6713150481	0.7835131944
2043	0.6712774517	0.7834555556
2044	0.6712774517	0.7834491898
2045	0.6714129126	0.7834099537
2046	0.6715098535	0.7833405671
2047	0.6716248074	0.7832711227
2048	0.6718288025	0.7831986111
2049	0.6717689702	0.7831584491
2050	0.6717723634	0.783080787
2051	0.6717883769	0.783078125
2052	0.6719037564	0.7830103009
2053	0.6719993323	0.7828960648
2054	0.6720455916	0.7828511574
2055	0.6719996079	0.7827747106
2056	0.6720341747	0.782690162
2057	0.6720927553	0.7826240162
2058	0.6721264621	0.7825486111
2059	0.6721660472	0.7825130787
2060	0.6721527317	0.7824877894
2061	0.6721156399	0.7824425926
2062	0.6722008958	0.7823821759
2063	0.6722691784	0.7822990162
2064	0.6724351935	0.7822222222
2065	0.6724118378	0.7821439236
2066	0.6724286104	0.782083912
2067	0.6724860113	0.7820368634
2068	0.6726803444	0.7819884259
2069	0.672783622	0.7819185764
2070	0.672812453	0.781916956
2071	0.6728492934	0.7818391204
2072	0.6727705731	0.7818064815
2073	0.6726653082	0.7817274884
2074	0.6727868166	0.7816631366
2075	0.6728672677	0.7816352431
2076	0.6729140089	0.781573669
2077	0.6729440797	0.7815727431
2078	0.6731254061	0.7814800347
2079	0.673176605	0.7814131944
2080	0.6733198886	0.7813320602
2081	0.6733513191	0.7812749421
2082	0.6735303574	0.7812091435
2083	0.673462168	0.7811318287
2084	0.6734864778	0.7810880787
2085	0.6735975778	0.7810461806
2086	0.673590327	0.7810443287
2087	0.6735465036	0.7809793981
2088	0.6737252154	0.7809417245
2089	0.6736513759	0.7809255787
2090	0.6736245947	0.7808701389
2091	0.6736580342	0.7808197338
2092	0.6736366461	0.7808188079
2093	0.6736735795	0.7807634259
2094	0.673682375	0.7807607639
2095	0.6736662876	0.7807365162
2096	0.673679201	0.7806854167
2097	0.6736942884	0.7806843171
2098	0.6737232774	0.7806365741
2099	0.6738054396	0.7805821759
2100	0.6739800188	0.7805206597
2101	0.673845633	0.7804696181
2102	0.6739120045	0.7803873264
2103	0.6739052482	0.7803229745
2104	0.6739864483	0.7802679977
2105	0.6739800587	0.7802129051
2106	0.6742631874	0.7801229167
2107	0.674309943	0.7800890046
2108	0.6745540224	0.780043287
2109	0.674598976	0.7800134259
2110	0.6746191006	0.7798993056
2111	0.6745900113	0.7798369213
2112	0.674704508	0.7797726852
2113	0.6747403249	0.7797478588
2114	0.6747709904	0.7797469907
2115	0.674741346	0.7797301505
2116	0.6746353214	0.7796851273
2117	0.6746738478	0.7796347222
2118	0.6746582292	0.7795692708
2119	0.6747426594	0.7794853588
2120	0.6748576533	0.7794222222
2121	0.6749115123	0.7793480324
2122	0.6749997236	0.7792753472
2123	0.6749340118	0.7792218171
2124	0.6750525264	0.7791826968
2125	0.6751493363	0.7791112269
2126	0.675225927	0.7790395255
2127	0.6753411828	0.7789366319
2128	0.6754234325	0.7788951968
2129	0.6754079807	0.7788940972
2130	0.6754221657	0.7788501736
2131	0.6756240269	0.7787725694
2132	0.6755442849	0.778757581
2133	0.6756457763	0.778679456
2134	0.6758427395	0.778590625
2135	0.6757769897	0.7785570602
2136	0.6758333797	0.7785393519
2137	0.6759456934	0.778446412
2138	0.6757998796	0.7783882523
2139	0.6758645521	0.7783390625
2140	0.6761013956	0.7782760995
2141	0.67623629	0.778190162
2142	0.676297561	0.7780809606
2143	0.6763194507	0.7780447917
2144	0.6763047978	0.7779923611
2145	0.6767118377	0.7778918981
2146	0.6767826466	0.7778103009
2147	0.676934857	0.7777728588
2148	0.6769566459	0.7777605903
2149	0.676934309	0.7777588542
2150	0.6768366369	0.7777097222
2151	0.676921081	0.777652662
2152	0.6769961317	0.7775837384
2153	0.6770502945	0.7775319444
2154	0.6769179933	0.7774584491
2155	0.6768789931	0.7773605903
2156	0.6771526357	0.7772694444
2157	0.677150692	0.7772213542
2158	0.6771182394	0.7771997685
2159	0.6770746218	0.7771838542
2160	0.6770949442	0.7771020833
2161	0.6772577568	0.7770326968
2162	0.6772745194	0.7769874421
2163	0.6772970251	0.7769428241
2164	0.6772883825	0.7768987847
2165	0.6773428015	0.7768532407
2166	0.6774037212	0.776775463
2167	0.6775305877	0.7767171875
2168	0.6775508505	0.7766716435
2169	0.6775578157	0.7765967593
2170	0.6774979732	0.7765527778
2171	0.6776238088	0.7764871528
2172	0.6776601711	0.7764479167
2173	0.6775840114	0.7764114005
2174	0.6775824873	0.7763550926
2175	0.6775696627	0.7763529514
2176	0.677732953	0.7762734375
2177	0.6777386073	0.7762035301
2178	0.6777534282	0.7762029514
2179	0.6778541551	0.7761630787
2180	0.6778616667	0.7761615741
2181	0.6779218075	0.7761241898
2182	0.6779021814	0.7760594907
2183	0.6779685671	0.7760296296
2184	0.6779812922	0.7759555556
2185	0.6780250287	0.7759323495
2186	0.6780948347	0.7758600116
2187	0.6781308949	0.7758350694
2188	0.6782295824	0.7757784144
2189	0.678331506	0.7757453125
2190	0.678147463	0.775695544
2191	0.6782066325	0.7756588542
2192	0.6782518726	0.7756049769
2193	0.6784567911	0.7755546875
2194	0.6785651117	0.7754942708
2195	0.6786058978	0.7754339699
2196	0.6786950002	0.7753484375
2197	0.6788339412	0.7752854167
2198	0.6788804826	0.7752501736
2199	0.6789461674	0.7751368056
2200	0.6788736253	0.7750935764
2201	0.678910939	0.7750568866
2202	0.6788951628	0.7750353588
2203	0.6790311818	0.7749402199
2204	0.6791559513	0.7748729745
2205	0.679176672	0.7747898148
2206	0.6791891865	0.7747181713
2207	0.6793962627	0.7746664352
2208	0.6792920526	0.7745946181
2209	0.6793815251	0.7745559606
2210	0.6793297067	0.7745126736
2211	0.6795166428	0.7743909144
2212	0.6796040116	0.7743043403
2213	0.6796118149	0.7742624421
2214	0.6796317986	0.7742372106
2215	0.6796064109	0.7742145255
2216	0.6797144145	0.7741484375
2217	0.6796695487	0.774121412
2218	0.6797326154	0.7740623843
2219	0.6797273652	0.7739983796
2220	0.6798703511	0.7739310764
2221	0.6798402013	0.7738516782
2222	0.6799297653	0.7738092593
2223	0.6799058706	0.7737810185
2224	0.6799635114	0.7736869792
2225	0.6799856209	0.7736379051
2226	0.6799772617	0.7735800347
2227	0.6800920773	0.773525
2228	0.6802017852	0.7734681713
2229	0.680141925	0.7734228009
2230	0.680318916	0.7733923611
2231	0.6801552527	0.7733083333
2232	0.6803436901	0.7732480324
2233	0.6805084507	0.7731038773
2234	0.6806467914	0.7730145833
2235	0.6806794222	0.7729744792
2236	0.6807292856	0.7729145833
2237	0.680724552	0.7728385417
2238	0.6808612688	0.7728070023
2239	0.6809213592	0.7727612269
2240	0.6809931318	0.7727018519
2241	0.6811098875	0.7726326389
2242	0.6812127003	0.7725730903
2243	0.6811698396	0.7725233796
2244	0.6813230307	0.7724499421
2245	0.6813737595	0.7723989583
2246	0.6815355052	0.7723616898
2247	0.6815087944	0.7722920139
2248	0.6815329001	0.7722487847
2249	0.6816818798	0.7721822917
2250	0.681602366	0.772051794
2251	0.6815593275	0.7720338542
2252	0.681506807	0.7720039352
2253	0.6814657929	0.7719271412
2254	0.6815901956	0.7718606481
2255	0.6816113083	0.7717982639
2256	0.6816991578	0.7717454282
2257	0.6818761533	0.7716941551
2258	0.6818046063	0.7716339699
2259	0.6816700175	0.7715666088
2260	0.6818637215	0.7715116898
2261	0.6820330545	0.7714574074
2262	0.6820635766	0.7714217593
2263	0.6821680886	0.7713387731
2264	0.6822307482	0.7712853009
2265	0.6822949084	0.7712030093
2266	0.6824883172	0.7711241898
2267	0.6824811356	0.7710645833
2268	0.6825048753	0.7710245949
2269	0.6825413409	0.7709820023
2270	0.6826551444	0.7709320023
2271	0.6826251515	0.7709314815
2272	0.68272316	0.7708557292
2273	0.6828384242	0.7707869792
2274	0.6828730949	0.7707681134
2275	0.6828248194	0.7706682292
2276	0.6828687332	0.7706010995
2277	0.6829031253	0.7705361111
2278	0.682936927	0.770509838
2279	0.6831256741	0.7704265046
2280	0.6831949779	0.7703929977
2281	0.6831768425	0.7703511574
2282	0.6832660011	0.7702962963
2283	0.6832953196	0.7702258102
2284	0.6833255877	0.7701769676
2285	0.6833407621	0.770151331
2286	0.6833746968	0.7700769676
2287	0.6834507393	0.7699960648
2288	0.6836266999	0.7699605324
2289	0.6836879954	0.7698848958
2290	0.6837773629	0.769812963
2291	0.6836329173	0.7697270255
2292	0.6836763566	0.7697215278
2293	0.683663533	0.7697176505
2294	0.683759213	0.7696479745
2295	0.6838935795	0.7695778935
2296	0.6838970981	0.7695359375
2297	0.6839119934	0.7695351852
2298	0.6840740338	0.7694612847
2299	0.6839606861	0.7694053819
2300	0.6839148164	0.7693098958
2301	0.6839192948	0.7692295718
2302	0.6839672769	0.7691610532
2303	0.6840191815	0.7691226273
2304	0.6841767013	0.7690512153
2305	0.684267447	0.768987963
2306	0.6842818139	0.7689780671
2307	0.6842603858	0.768976331
2308	0.6842602958	0.7688855324
2309	0.6843416823	0.7688159722
2310	0.684310167	0.7687398148
2311	0.6843613884	0.7686788194
2312	0.684385207	0.768596412
2313	0.6844325897	0.7685372685
2314	0.6844777155	0.7683946759
2315	0.6846253404	0.7683262731
2316	0.6848148409	0.7682625579
2317	0.6847925156	0.7682546296
2318	0.6848240578	0.7682001736
2319	0.6849964012	0.7681508102
2320	0.6848553686	0.7680600694
2321	0.6848416256	0.7679926505
2322	0.684870793	0.7679031829
2323	0.685042087	0.7678300926
2324	0.6852323298	0.767747338
2325	0.6853082865	0.7677172454
2326	0.6853262333	0.7676454861
2327	0.6855089817	0.7676050926
2328	0.685556394	0.767530787
2329	0.6855924487	0.7674655671
2330	0.6855924487	0.7674644097
2331	0.6857304712	0.7674118634
2332	0.6858944949	0.7673379051
2333	0.6860123564	0.7672725694
2334	0.6859925009	0.7671997685
2335	0.6861396869	0.7671327546
2336	0.6859522352	0.7670836806
2337	0.6860169425	0.7670353588
2338	0.6860960108	0.7669366319
2339	0.6861403138	0.7669132523
2340	0.686183708	0.7668660301
2341	0.6861924488	0.7668116319
2342	0.6865648766	0.7666876157
2343	0.6865722862	0.7666868634
2344	0.686459652	0.7666182292
2345	0.6864714084	0.7665743634
2346	0.6863818545	0.7665255208
2347	0.6864769062	0.7664590278
2348	0.6865077493	0.766370544
2349	0.6864738567	0.7663148727
2350	0.6866377814	0.7662467593
2351	0.6867620436	0.7661679977
2352	0.6867719038	0.7661490741
2353	0.6868290948	0.7660978009
2354	0.6868962796	0.7660457176
2355	0.6870404695	0.7659840278
2356	0.6870909622	0.7659550347
2357	0.6870903921	0.7659543403
2358	0.6872129641	0.7658696759
2359	0.6874787575	0.765801794
2360	0.6874877717	0.765762037
2361	0.6873962565	0.7657221065
2362	0.6874324072	0.7656573495
2363	0.6875697821	0.7656178819
2364	0.6876970817	0.7655645255
2365	0.6876185465	0.7654576968
2366	0.6877147189	0.7654191551
2367	0.6877720275	0.7653872685
2368	0.6877346299	0.7653074653
2369	0.6878068457	0.7652737847
2370	0.6877640463	0.765269213
2371	0.688003505	0.76523125
2372	0.6880028139	0.7652070023
2373	0.6878875333	0.7651423611
2374	0.6879455206	0.7651041667
2375	0.6878455977	0.7650726852
2376	0.688053655	0.7649690972
2377	0.687977184	0.7649355324
2378	0.6881340297	0.7648521412
2379	0.6881546523	0.7648015625
2380	0.688229664	0.7647620949
2381	0.688229664	0.7647612269
2382	0.6883981769	0.7647010995
2383	0.6883758608	0.7646711806
2384	0.6883611058	0.764624537
2385	0.6883582583	0.7645504051
2386	0.6884417135	0.7645002315
2387	0.6884852853	0.7644444444
2388	0.6884851113	0.7643917245
2389	0.6885281069	0.7642764468
2390	0.6885387788	0.7642024884
2391	0.6885086879	0.7641892361
2392	0.688643672	0.7641048032
2393	0.6888611394	0.7640217014
2394	0.6888047531	0.7639625579
2395	0.6888047933	0.763864294
2396	0.6888472395	0.7638176505
2397	0.6888426525	0.7637666088
2398	0.6890180686	0.7636561921
2399	0.6890605936	0.7636002894
2400	0.6890536508	0.7635305556
2401	0.6892118701	0.7634278356
2402	0.6891857911	0.7633646991
2403	0.6893748063	0.7632920718
2404	0.6894346845	0.7632167824
2405	0.6893958372	0.7631500579
2406	0.6894964069	0.7630891782
2407	0.6896211926	0.763022338
2408	0.6895882327	0.7629133102
2409	0.6897927321	0.7628068866
2410	0.689726503	0.7627795718
2411	0.6897435928	0.7627557292
2412	0.6899477813	0.7626850694
2413	0.6898824007	0.7626119792
2414	0.6900129782	0.7625755787
2415	0.690120245	0.7625305556
2416	0.6900637491	0.7624237269
2417	0.6901181606	0.7623498264
2418	0.6902366198	0.7623017361
2419	0.6903665837	0.7622325231
2420	0.690429131	0.7621335648
2421	0.6906912446	0.7620360532
2422	0.6909017886	0.7619611111
2423	0.690763574	0.7618896991
2424	0.6908796783	0.7617762731
2425	0.6908846884	0.7617263889
2426	0.6909379448	0.7616710648
2427	0.690956956	0.7616177662
2428	0.6910143538	0.7615622685
2429	0.691025053	0.7614922454
2430	0.6910705546	0.7614516782
2431	0.6910750206	0.7613876157
2432	0.6912389981	0.7612985532
2433	0.6912593611	0.7612522569
2434	0.6913383428	0.7611706019
2435	0.6912566489	0.7611268519
2436	0.6913979682	0.7610511574
2437	0.6915440164	0.7609490741
2438	0.69152024	0.7609041088
2439	0.6915728145	0.7608517361
2440	0.6916242425	0.7608059606
2441	0.6917432213	0.7607653935
2442	0.6919788402	0.7606826968
2443	0.6919798684	0.760652662
2444	0.6921853938	0.7605808449
2445	0.6922435525	0.7605098958
2446	0.6920946921	0.7604417824
2447	0.6922366755	0.7603767361
2448	0.6921956658	0.7603304398
2449	0.6923014389	0.7602719329
2450	0.6924447012	0.7602002894
2451	0.6924723449	0.7601599537
2452	0.6923740857	0.7601029514
2453	0.6924470415	0.7600076389
2454	0.6924651493	0.7599372106
2455	0.6926150872	0.7598451968
2456	0.6926519875	0.7597875
2457	0.6926540317	0.7597523727
2458	0.6926205067	0.7596554398
2459	0.6926117534	0.7595689815
2460	0.6925735895	0.759504456
2461	0.6926403692	0.7594373843
2462	0.6926948255	0.7594163773
2463	0.6928035135	0.7593623264
2464	0.6928974042	0.7592921296
2465	0.6929560258	0.7592387731
2466	0.6930070782	0.7591958912
2467	0.6930429532	0.7591708333
2468	0.6930501076	0.7591269097
2469	0.6930746813	0.7591071759
2470	0.6931025156	0.75908125
2471	0.6930665164	0.759079919
2472	0.6930813278	0.7590793981
2473	0.6932683957	0.7589927662
2474	0.6932302863	0.7589732639
2475	0.6933498369	0.7588594329
2476	0.6933747395	0.7588159722
2477	0.6934574037	0.7587559028
2478	0.6935006257	0.7586946181
2479	0.6935599327	0.7586083333
2480	0.6936500011	0.7585379051
2481	0.6936794717	0.758483044
2482	0.6937534809	0.7583989005
2483	0.6939577411	0.7583421296
2484	0.6938921594	0.7582837963
2485	0.6939752772	0.7582372685
2486	0.6939841156	0.7581479167
2487	0.6940791282	0.7580676505
2488	0.6940521015	0.7580036458
2489	0.6939981839	0.7579278935
2490	0.694065432	0.7578981481
2491	0.6940888634	0.7578646412
2492	0.6940809518	0.7578594907
2493	0.69412329	0.7577938079
2494	0.6942836819	0.7576876157
2495	0.6944001409	0.7576392361
2496	0.6944945685	0.7575534144
2497	0.6945442435	0.7575015046
2498	0.6945337184	0.7574492477
2499	0.6947152079	0.7573552083
2500	0.6948876951	0.7572797454
2501	0.6948953874	0.757279456
2502	0.6948008497	0.7572054398
2503	0.6949320814	0.7571774306
2504	0.6949031598	0.7571766782
2505	0.6949162358	0.757133044
2506	0.6949729855	0.7570649884
2507	0.6950364203	0.7569979167
2508	0.6950520058	0.756943287
2509	0.6952053977	0.7568776042
2510	0.6952316519	0.7568119792
2511	0.6953378292	0.7567499421
2512	0.69532194	0.7566398727
2513	0.6955439034	0.7565839699
2514	0.6955041858	0.7565315972
2515	0.6955796927	0.756422338
2516	0.6955871081	0.7564193287
2517	0.6956364232	0.7563427662
2518	0.6955931084	0.7562716435
2519	0.6957643078	0.7562261574
2520	0.6957843247	0.7562115162
2521	0.6958316527	0.7561508102
2522	0.6957807657	0.756089294
2523	0.6959539025	0.7560453704
2524	0.6959590491	0.7559685185
2525	0.6959533331	0.7559017361
2526	0.6959456397	0.7559008102
2527	0.6960911367	0.7558527199
2528	0.6960939944	0.7557751157
2529	0.6962150888	0.7557092014
2530	0.6962004526	0.7556087384
2531	0.6962595379	0.7555552662
2532	0.6965756335	0.7554711806
2533	0.6964128459	0.7554034722
2534	0.6964766408	0.7553683449
2535	0.6965501421	0.7553235532
2536	0.6965936075	0.755282581
2537	0.6967037739	0.7552042245
2538	0.6967085113	0.7551576968
2539	0.6967445683	0.7550736111
2540	0.6969571283	0.7549777778
2541	0.6970536299	0.7549326968
2542	0.6970693047	0.7548505787
2543	0.6971251206	0.7547800926
2544	0.6971021645	0.7547722222
2545	0.6971103672	0.7547708912
2546	0.6972172765	0.7547040509
2547	0.6973221765	0.7546893519
2548	0.6971161751	0.7546346065
2549	0.6973753146	0.7545828125
2550	0.6974292031	0.7544261574
